0.01 percent	0.02 percent	0.03 percent	0.04 percent	0.05 percent	0.06 percent	0.07 percent	0.08 percent	0.09 percent	0.1 percent
346	607	267	234	553	1757	1377	566	1185	711
350	54	951	2185	777	797	889	1526	600	1168
236	384	793	220	533	1473	419	650	2767	911
237	605	184	2684	1534	1029	374	875	578	1254
462	101	2201	476	467	803	1300	2065	651	999
462	459	194	581	905	1130	1996	540	710	1307
230	375	1087	1650	896	1753	1019	775	1388	2555
575	420	275	765	363	509	941	618	1341	1698
237	415	575	1188	724	164	658	839	535	2591
50	582	139	622	625	2053	1369	800	736	808
439	871	662	392	1224	818	730	842	1630	483
609	581	352	698	815	1887	373	453	489	1336
236	380	125	944	745	489	622	691	873	1499
77	349	497	432	874	433	870	1620	1284	1361
290	161	759	171	1097	674	1563	1492	1275	371
327	1267	418	226	1632	194	1079	801	1115	837
174	485	0	656	928	1396	555	904	1913	1143
427	924	251	137	1191	786	855	1484	640	1339
168	338	313	662	450	672	1241	3425	308	1473
1022	188	517	734	861	1251	2571	2197	613	542
74	113	682	2758	629	2157	2383	735	1117	478
529	440	540	0	645	784	991	1178	1452	1146
573	246	262	110	433	894	479	1769	3841	836
51	257	619	282	1119	160	774	1382	1632	849
236	144	820	710	1272	1034	523	298	485	800
363	124	498	745	947	965	1474	1785	1164	1659
232	111	678	1161	538	2215	492	1529	928	550
716	113	117	1600	970	483	1175	2290	848	651
325	507	302	767	1703	1450	377	1243	1471	1631
160	546	363	415	3380	1547	759	1319	1517	5340
305	0	1020	174	268	921	2134	1481	304	2081
571	422	230	1357	362	1278	1209	1137	883	891
197	123	545	251	412	144	872	1468	1185	1127
422	115	361	1080	369	965	3080	974	1705	1602
130	886	333	390	651	653	205	2930	930	156
379	282	535	1070	1067	921	477	373	3221	413
175	236	1143	416	166	446	617	562	1017	1890
575	742	259	740	247	1049	857	1830	2014	1427
253	278	864	1019	1368	968	1216	216	1152	733
120	382	370	1888	723	1545	1143	1857	1597	1251
55	1090	1133	537	618	803	1126	1479	886	619
102	272	811	1241	1140	1513	801	716	4570	1097
383	452	476	202	815	870	458	969	1086	674
281	325	106	216	412	852	1124	1106	550	197
711	270	848	606	1379	920	4902	1737	2006	2077
141	481	1740	376	299	1503	416	739	658	1365
367	268	317	580	671	0	1365	621	563	942
298	650	339	311	457	522	931	567	575	1526
188	557	553	688	3041	466	684	971	768	1184
238	480	542	913	923	2317	387	1331	949	738
245	471	729	829	227	1046	813	1348	433	1527
83	114	611	353	637	734	438	1091	1416	4206
266	853	521	515	631	1596	670	583	841	651
816	267	622	596	1131	740	791	747	2113	545
208	494	1413	1033	854	1294	472	1902	1535	440
270	524	907	704	1182	1407	234	5334	1547	106
77	642	1332	338	570	682	863	921	358	1526
279	441	102	194	963	1291	3780	913	1936	728
293	93	371	1005	750	436	585	1397	658	1396
216	559	433	752	300	890	481	543	951	874
273	1200	745	3139	1089	918	415	646	893	1620
584	276	599	584	395	1306	2129	616	5894	562
325	650	267	371	272	596	56	464	1193	1638
424	107	992	534	3267	508	418	1385	2139	431
221	310	202	286	311	1161	899	643	2503	727
382	288	1487	492	831	1142	817	1199	544	650
504	417	322	520	428	1085	2706	353	1055	1754
343	614	481	1032	814	1494	738	1324	598	2175
461	313	382	541	939	750	407	886	1978	2004
321	378	1346	1716	696	1155	422	750	113	1289
54	831	596	968	757	1006	825	1070	982	248
263	1424	318	1265	888	1732	442	2751	923	1526
245	286	727	522	692	1546	559	2033	996	2023
158	611	951	580	1385	583	798	1328	1021	2311
1302	984	240	546	1557	1188	1500	417	2058	1963
0	211	822	851	670	551	1202	401	388	416
1553	850	530	1427	860	858	1523	1723	1983	1734
157	339	441	385	208	1205	1404	1674	1802	2861
341	1304	1016	767	743	2264	1544	735	292	1869
321	408	557	433	113	1212	2339	1408	1548	1453
357	343	714	58	1429	533	2489	682	1366	913
234	756	699	722	374	613	263	1011	1265	1382
0	345	1624	276	768	1632	1669	973	999	1044
176	611	1272	730	295	536	507	1751	609	961
330	408	690	1325	2875	1157	443	578	1306	823
456	339	144	401	1080	1308	1233	1003	1310	610
443	353	247	1296	538	2045	265	754	981	916
224	247	511	264	1231	866	828	1756	649	1276
69	131	858	640	269	1447	579	1405	441	419
424	530	55	476	637	582	654	724	1444	1694
113	639	234	1285	518	662	586	805	1475	1996
99	571	1535	226	239	840	1769	958	221	2214
182	1177	379	1125	0	545	1447	1981	1268	467
357	731	601	358	684	200	507	1273	675	2033
159	230	277	916	599	1426	555	804	1364	1163
1257	220	168	717	771	1123	1608	631	1468	542
102	326	0	561	742	254	502	1665	160	404
136	518	444	396	1309	317	426	720	2730	815
257	315	980	1193	410	860	1205	1449	1153	2210
355	1627	250	832	759	1056	0	1133	646	1372
0	715	1067	923	160	388	1231	2098	420	2150
1106	187	882	1026	684	733	1325	707	2452	769
416	349	917	1095	592	1401	640	1239	1470	603
118	222	308	609	901	285	2157	1191	916	0
