0.1 percent	0.2 percent	0.3 percent	0.4 percent	0.5 percent	0.6 percent	0.7 percent	0.8 percent	0.9 percent	1 percent
414	802	2232	2612	5506	4272	2662	885	9797	9742
34	1571	1068	883	2356	9772	2330	5634	3666	4921
284	2838	411	4640	2748	5692	6168	6898	3733	7547
241	1044	1800	2414	4979	3101	5395	1772	3677	7660
1058	9	1219	1453	4323	3627	6138	6898	9181	9020
1108	1627	523	321	1539	3814	3965	5394	4355	9116
35	1549	3095	580	8928	14712	9822	3346	9505	3357
1724	772	827	2723	2809	2933	4845	8961	78	6545
274	1435	902	2529	3223	3310	5442	6198	8571	20323
1289	1395	2379	2945	1388	11407	6271	6153	6634	9452
1059	146	798	7193	3130	5355	3108	6623	3075	4395
1178	1153	1135	1714	2993	3468	4886	5812	2521	4238
2339	4069	2691	1570	5106	7352	5029	4550	7738	4909
1725	2949	2448	8559	3777	3022	3747	4240	5066	4455
472	1293	1129	2994	3711	3499	4481	4540	12184	8039
23	1031	1253	10662	1342	2206	6843	12267	6864	3299
713	1716	957	1562	2885	9766	2361	6766	4727	7340
366	587	496	3158	2965	1151	3349	3871	1765	7711
366	1196	465	9080	3132	3389	10863	5039	7985	5157
545	792	1712	5176	1866	4139	2386	3278	4384	3298
706	1464	2783	1016	3957	805	7452	9168	3150	22509
100	822	1096	4852	3668	3948	5130	3612	3573	4967
514	2230	1946	1418	3209	3533	6278	4775	10097	1955
6	2591	1293	16111	3123	2580	4597	6240	2024	3578
188	2141	2163	1887	8675	7575	8074	4618	2592	10180
423	76	1772	584	5206	6241	1654	13198	6151	6825
95	2182	1243	4643	2808	3189	695	7005	6671	9076
3375	898	2760	3823	2042	663	747	5787	6381	6275
1135	66	1979	2401	1919	2599	5729	5614	4836	4569
1049	105	1258	2046	4848	6442	7442	5399	2892	11153
1111	2315	2287	1692	1903	2345	3196	7350	5759	12258
497	1273	1525	2585	1658	9697	3121	4199	1781	3442
497	731	2837	1914	2846	2057	5464	3127	3923	4593
901	2158	2306	6333	3040	3248	4281	2300	3436	9869
753	376	197	4124	2211	818	3779	5277	16440	4521
1523	1323	1087	1116	2407	2257	4468	5376	1170	6558
447	1568	2377	2155	2585	13736	4966	2899	1530	6549
775	6400	3591	3854	4964	725	5262	4950	3374	8169
143	3472	3579	4073	2933	1359	894	4090	5047	10336
268	1290	1579	2438	2195	1600	5318	1598	2585	7387
740	1255	709	2676	1996	2730	1515	3402	10586	7643
465	1207	1908	1899	1300	4068	2475	2195	3095	10357
2753	2182	1037	1475	4533	4860	1930	4811	5459	4591
632	4679	1651	1861	1186	3993	1919	3286	2363	9697
24	9	1930	409	5058	2484	4595	7423	6124	6418
595	33	1273	551	2802	7428	3291	4358	5186	2808
947	191	1880	2764	4213	4635	2139	6385	4425	4491
9	909	2446	731	1152	9	5505	2209	1056	3918
1114	406	6607	3063	1624	5702	1208	3437	6627	9344
