0.01 percent	0.02 percent	0.03 percent	0.04 percent	0.05 percent	0.06 percent	0.07 percent	0.08 percent	0.09 percent	0.1 percent
310	1012	1019	766	771	1205	1371	1111	2508	1361
156	239	1118	175	1419	810	878	2683	1851	1510
308	699	804	658	1552	822	2335	860	1169	2010
232	357	615	470	919	724	1016	365	765	345
236	252	475	388	155	1175	964	1499	1304	1204
397	546	2060	953	482	1269	1203	1123	1230	1700
417	352	238	750	642	1577	969	674	1298	1418
196	341	839	183	948	1402	1137	1637	1541	1166
666	573	568	1011	744	2113	1150	760	1452	1988
76	971	875	1037	936	631	677	807	1358	481
911	372	2641	931	712	597	3182	697	1435	2118
476	325	1063	1129	519	313	884	1133	1812	884
427	1991	1485	975	239	780	1236	1940	239	994
257	332	235	393	77	79	459	1194	1265	386
384	170	954	421	894	2808	2042	636	1534	737
115	672	1114	160	658	819	1313	1082	2802	1177
235	447	502	0	2237	240	1240	1438	1430	996
175	254	807	721	1052	607	78	455	1678	1382
348	542	1545	772	1105	829	1183	2103	1281	1495
447	278	217	339	365	1152	867	955	252	1256
161	231	815	543	484	555	1201	771	5149	1209
245	1538	668	755	994	1286	1149	1304	1315	538
268	427	2147	235	932	998	838	1484	1243	1149
77	1020	1168	544	1404	904	1075	1009	973	4288
277	916	580	485	1165	1161	1119	2543	1017	1647
90	130	741	606	1182	566	1087	159	1080	1302
153	607	446	1302	1122	712	1517	631	2089	1400
298	499	662	252	472	544	842	1975	1324	463
505	695	634	925	683	1625	5743	1253	961	2014
299	237	81	411	1225	1804	1686	989	1214	1078
364	458	350	632	991	77	835	451	1672	1685
305	472	251	1409	943	672	1452	2158	1748	1683
1080	0	152	816	765	977	794	1331	1455	643
325	497	813	2102	1146	1453	1518	1299	407	3200
575	501	553	1291	1149	1083	714	1158	805	1186
319	548	159	1594	1175	1641	618	1322	804	1370
717	249	1088	1281	947	1542	1577	875	1501	957
112	792	549	342	1282	1267	678	830	652	3065
169	248	385	1174	623	1369	291	965	878	1339
343	820	295	1114	776	944	1414	559	1042	1769
676	243	883	767	759	2688	509	309	825	1687
76	656	1018	624	1214	219	156	1452	685	274
672	408	924	394	2277	1143	1248	798	615	3075
115	973	929	1113	1840	869	162	1931	538	900
354	340	858	216	1277	1094	464	1327	2221	787
502	620	591	1235	2050	452	2736	1189	1177	866
265	1274	362	585	1083	1869	1871	300	1644	1405
180	394	176	922	882	797	1593	929	1737	987
389	588	1230	514	384	525	561	863	1462	1343
340	243	0	969	609	891	1241	1789	1657	2032
305	523	302	509	408	603	309	721	2316	1532
497	172	155	623	952	1158	5939	1664	2001	1065
402	286	1746	240	1506	717	961	5445	1783	2639
381	754	547	699	511	408	1598	462	484	705
0	385	457	2824	2175	575	577	318	1214	4133
0	641	573	2410	1143	889	1496	1256	413	488
205	80	514	570	820	760	1599	1639	174	1631
162	391	843	391	524	761	1039	1038	799	510
404	995	861	1467	740	1056	896	1646	2088	2013
308	196	789	881	636	796	2441	2075	6120	402
165	505	462	806	465	1404	1034	1512	916	912
238	876	490	1988	752	235	2432	1965	1684	1168
255	665	417	872	1957	1177	93	1578	471	1556
410	1123	553	704	641	3075	937	1138	2125	1900
155	322	1301	155	1504	542	1267	741	1741	1268
387	160	454	637	1052	1916	1492	1420	511	2140
0	369	241	836	537	2436	1210	707	1684	1044
160	609	191	898	928	774	861	926	1235	1272
346	527	837	316	904	760	1621	1082	2264	312
704	549	851	696	254	759	2776	2348	2226	516
143	315	164	552	2695	1626	733	1820	0	1703
482	596	532	579	904	291	630	761	770	656
240	480	666	1004	524	837	331	1646	1756	668
307	1137	156	75	917	396	244	770	2203	1821
538	439	761	1194	594	1397	1881	1230	844	740
291	587	436	249	1275	652	1873	1130	1897	1357
473	686	826	425	6930	1027	1509	1851	1783	1231
462	451	366	722	1476	392	1032	1100	238	2023
252	592	918	1127	1139	741	965	623	1169	1359
240	115	610	397	1172	777	1426	919	1761	539
76	310	253	876	487	1437	787	880	776	1506
247	236	324	886	1165	1409	1443	692	944	944
392	802	881	645	478	662	1040	721	501	1537
640	635	342	941	241	1121	2740	1669	1439	1210
895	1343	470	1891	3126	612	1125	956	1260	2898
440	250	165	618	1383	1330	696	1270	2896	2053
168	304	376	307	2090	512	634	959	676	1413
505	159	412	540	1796	792	1296	2175	1278	6655
169	422	904	555	2140	790	695	1636	1454	349
678	745	777	200	887	588	1457	631	1017	821
371	948	406	910	1351	831	430	289	1524	1789
531	157	796	1105	642	758	1235	1286	1392	992
712	261	453	386	3573	717	947	1001	1670	1791
672	642	679	712	314	1383	411	2530	3856	1105
131	399	570	643	726	699	746	2074	1118	1752
411	773	75	592	1122	80	2389	75	311	1860
357	407	588	355	1495	1932	1356	1078	2304	1865
315	224	332	706	738	1197	701	1640	1090	1273
142	650	2339	402	1007	528	3365	458	964	802
440	1111	485	1299	494	1200	1848	2290	1810	1031
416	392	171	494	944	1107	1188	597	958	1405
78	382	463	76	985	1169	971	886	1202	805
161	860	380	1030	780	719	693	1387	1454	1126
479	201	1305	1256	643	1450	646	316	389	776
297	97	990	742	1235	709	475	1138	477	696
338	297	1751	1634	317	777	845	1284	1452	1844
467	1271	879	312	891	3011	609	2741	819	1241
563	519	680	1229	1142	1251	1697	1269	1186	1178
464	377	388	1698	1255	1771	784	945	2469	970
523	285	611	1000	623	1300	799	1092	1723	1271
77	947	1608	275	533	459	1630	537	627	2303
161	389	509	1101	529	1852	1231	777	1909	793
259	814	424	1142	1560	312	1200	325	463	2075
761	0	673	1585	1630	484	1575	1979	692	6335
181	1434	317	470	603	348	451	653	634	920
231	943	159	388	788	1406	1238	1470	1965	2878
327	510	0	975	1655	1186	1098	3257	1277	3323
432	75	478	1189	408	1075	1776	1869	469	75
230	878	276	724	1036	969	1076	1517	528	2056
240	498	817	860	753	1065	1677	1422	1313	1062
438	166	964	299	1022	1418	498	1989	2282	1173
759	159	159	757	566	258	1043	1376	1663	1115
87	167	703	739	468	2734	821	830	2362	1566
687	272	1151	1021	812	1024	2418	2381	1594	2901
234	285	1324	1313	812	661	543	337	1640	535
649	512	1271	862	76	1159	312	1029	2563	2107
426	742	328	771	1288	466	628	867	2872	1254
574	1000	427	806	390	739	1419	865	1092	1332
411	1967	805	0	844	768	1470	469	962	1496
159	77	389	171	886	879	1208	651	614	739
369	313	517	667	982	332	788	1503	2102	1017
223	256	367	843	1022	2196	1086	1780	1840	2161
390	901	841	268	739	1047	1317	596	649	777
590	361	584	1669	1919	337	1249	781	737	2552
161	706	345	554	166	546	1475	1301	1210	1055
425	516	481	990	132	882	621	1601	1248	3147
556	510	673	376	744	706	503	1460	1162	868
101	0	710	1770	1183	468	1656	861	1460	1742
348	225	461	849	597	1091	1097	420	1129	845
275	653	332	563	806	2124	1129	1229	580	1087
414	77	760	392	256	1115	317	1025	1117	1050
133	510	417	409	1445	729	918	1072	1267	1403
578	679	575	1879	309	783	1123	748	1013	3455
132	685	613	665	1767	1814	669	510	1378	2292
316	309	1051	237	247	363	989	974	3465	923
343	1537	174	959	286	932	852	1084	563	904
311	476	2323	479	712	1108	297	1201	1280	605
712	487	1023	905	1379	312	638	2663	1339	1584
78	362	374	671	484	484	465	2555	333	312
412	571	1191	1050	716	232	249	2818	770	1413
251	2846	2339	1057	529	346	1220	1358	989	256
165	191	505	951	953	664	1036	1942	2436	1007
352	83	437	462	1056	789	1424	510	925	2108
395	383	317	1121	2562	568	672	1241	668	1387
308	403	243	581	693	609	1205	394	944	2455
288	710	679	1096	798	1283	705	2497	1823	3066
348	720	481	1086	623	3425	3233	342	1132	1677
326	1026	849	551	505	1008	1394	1860	2442	1744
158	926	309	994	1033	968	552	4080	3751	1770
489	366	602	223	1681	988	1019	1139	3158	1567
253	1646	845	668	800	577	1879	894	3757	1177
279	485	625	202	79	716	1268	1568	907	1374
258	276	637	406	635	699	684	881	931	3038
228	834	975	890	665	726	159	898	1338	1064
160	669	397	1379	581	526	1508	404	624	789
163	405	1264	242	809	640	1286	811	844	2017
1272	329	571	1019	508	609	1962	1299	1581	1994
80	92	1089	992	857	1356	618	937	1450	1693
254	438	541	79	1088	699	371	2099	1321	614
466	1047	406	1046	667	762	1468	1855	1396	909
764	597	870	995	1464	334	677	1031	1405	1499
197	340	550	1328	2020	403	618	1441	921	1519
401	465	741	524	1883	374	0	683	2254	1553
341	243	153	232	632	2282	805	1972	235	2576
349	315	624	911	606	1497	1964	1536	682	1892
246	219	423	732	176	742	1562	1599	627	1698
97	249	1395	1221	385	1013	912	975	1341	1926
412	392	563	2642	1483	829	2399	2592	2771	1978
77	703	1321	2406	711	620	1823	78	172	844
95	698	650	865	445	846	700	824	1019	1375
256	588	625	1116	681	481	1548	277	315	1990
246	78	575	584	0	760	974	1484	803	2125
233	313	531	1259	1031	575	479	1293	1522	1748
194	387	550	1368	659	1573	874	605	898	309
529	703	719	1491	316	508	945	1057	814	1672
