0.1 percent	0.2 percent	0.3 percent	0.4 percent	0.5 percent	0.6 percent	0.7 percent	0.8 percent	0.9 percent	1 percent
766	642	931	1364	771	931	2055	2876	1406	1950
702	1514	1219	1270	997	1365	977	2566	1211	1688
1310	655	1845	1007	1796	2068	2306	1905	1746	1571
1404	1064	718	1197	2006	1093	1523	2026	1009	1058
1777	851	1250	3723	893	2217	4022	1303	2167	2801
303	939	467	883	2023	2020	1486	1686	3226	1403
321	1388	885	1964	1173	949	1586	2468	1149	1785
740	1465	670	1321	1540	693	1351	830	2650	4145
640	1027	693	955	889	2835	2289	2259	2374	1157
740	1257	1085	1024	1446	1130	1575	1215	3271	2098
550	569	1641	953	852	869	1511	1411	2289	924
303	655	648	1033	5176	1432	1756	2210	1617	2388
766	1406	762	1046	821	1660	2196	3025	3751	1394
1028	659	1330	1953	1303	1681	2289	1122	2886	3131
263	503	974	1230	1222	1093	1615	1405	1703	1829
502	2265	1692	1064	1382	1411	1782	2598	1079	2031
427	1206	648	949	1368	2533	1773	137	2431	1753
1172	887	821	746	1555	755	170	1542	1093	1075
640	598	1174	1317	1084	2748	4280	2128	1961	1952
491	667	718	2674	1256	1551	2325	1303	1322	1307
881	504	1614	1132	338	738	2026	1459	2120	899
532	1201	995	1148	938	1646	1099	2431	3290	4141
786	489	489	1366	1409	2280	1786	1788	1046	2011
812	643	1267	1140	1804	1222	1804	3883	2147	1100
695	740	1045	972	1649	1932	1634	1768	1478	1222
876	486	1631	1868	1805	1449	2445	4233	767	2385
811	1340	569	502	1230	1094	1954	2026	1490	2353
1038	885	1236	1411	931	2134	1821	1348	1933	1222
465	1380	734	1799	715	1949	2253	1040	4408	2615
425	771	658	1040	1304	1189	2133	968	1729	2196
322	642	1219	1408	1720	1722	688	1461	1044	2906
1167	870	1596	638	1526	1093	931	1045	2605	959
1791	700	1722	698	1167	4443	775	688	1939	3054
756	1002	643	2017	608	899	2759	843	2705	1829
550	458	1415	2017	1085	1267	1597	1458	1228	2186
586	3035	338	1412	1629	1756	3150	1752	2458	1878
464	762	1027	1478	1204	311	767	1237	1058	1322
643	952	1620	1703	1065	893	170	1222	2112	2240
334	686	1056	1644	1488	3515	852	2113	2934	2801
936	1023	489	1340	1989	2244	1129	465	2823	3069
1176	769	747	767	3372	2704	1954	1458	2010	6936
1180	1171	848	856	1950	715	768	1814	1075	1308
147	734	1880	1313	1245	3052	1957	1046	1248	917
458	1281	970	645	1639	2127	1060	2142	1950	922
1811	877	723	1799	1694	1176	2069	1834	1551	2002
334	1152	733	1734	1429	645	2045	1909	2725	800
506	907	498	648	1765	1926	3843	1478	2004	2637
588	1082	931	1190	2486	1075	924	1877	1733	4803
561	744	1123	1456	3827	1038	4127	767	1431	2588
708	709	1261	1947	1872	5156	1185	2055	5228	755
747	1156	550	653	1065	899	1488	1126	1058	2390
501	647	1161	1641	1599	1521	922	1832	1879	1770
442	943	1559	1649	771	899	2226	1514	1770	2036
1463	907	1101	1631	4210	836	784	2096	775	1440
624	965	1090	653	1652	1329	1223	3678	767	1046
611	2578	1440	1669	1516	1093	880	1935	653	2457
1237	727	771	1571	922	3619	1475	2273	1747	989
795	982	458	1166	845	967	1206	1424	838	1411
786	489	467	1594	3228	775	3331	2026	1301	2849
338	794	1629	1531	820	1167	1364	1988	2074	3764
839	588	688	551	2858	2443	2862	1879	1673	1113
1227	801	931	1163	967	3833	1082	1009	1444	1307
779	1023	658	1103	1610	4302	1424	2598	2026	1621
837	1102	1168	1712	2199	1173	2237	2275	1267	2144
683	766	1146	997	405	2026	1173	2046	2634	956
592	1241	1162	638	1064	1436	3586	1173	1222	1852
771	724	795	1335	1193	3401	1167	945	1803	2469
481	126	1624	1875	1115	1777	1288	3319	3732	2488
774	1467	767	2512	767	1902	638	1030	1307	2305
841	1033	502	1433	1715	2659	1947	1326	1686	1742
1095	1781	1146	851	1490	3166	1650	1112	1760	1826
921	1566	1423	1365	932	2009	949	1173	2187	1474
1258	1163	1525	706	771	1914	1099	1046	2141	2345
738	1201	786	771	1173	502	1595	924	1173	1927
789	1384	1799	899	2541	795	3634	1433	1457	1744
590	1172	747	1360	1040	1600	1222	1402	1348	1469
1104	2311	1191	1791	1557	1122	977	1322	1581	4418
1091	1245	585	808	1102	946	931	1903	1047	1417
815	610	1123	2117	659	1337	2091	1397	1005	1759
574	1159	659	840	658	2528	2794	1082	1856	2885
1283	716	1200	147	771	1330	895	924	2365	3458
489	900	1065	1542	1713	1240	502	1241	3343	4387
462	544	643	771	1722	777	2181	1657	2163	2997
718	794	1336	2199	755	723	1086	977	2635	1437
607	813	869	931	1884	1231	2054	1267	1356	2754
433	556	1801	1483	771	1913	1193	1304	1082	1283
489	776	854	629	1006	1174	2076	1173	723	1150
489	724	1270	716	1345	1953	1885	1780	2342	2727
949	2748	757	674	1329	3575	1136	1322	2315	1487
681	590	1338	891	901	3963	924	1750	3990	1565
795	1061	1102	1446	1439	1277	3035	2303	2393	2352
599	1042	1415	1185	767	1360	1134	2093	1392	1157
502	1198	867	3698	2103	2181	1796	1101	1258	1554
649	1160	1091	1325	767	1503	3870	1353	2273	658
585	645	1184	1328	688	905	963	2691	2017	3040
1706	734	489	1292	6065	1172	1237	795	2971	1856
660	1465	723	1181	1561	3397	1508	2328	2506	2325
456	1526	1311	1222	755	911	638	3470	2684	769
997	296	1088	2076	775	1615	971	1301	3060	1931
604	1495	1270	1798	1201	1279	1964	2849	1091	2070
1614	1630	1662	1430	1479	1494	659	1805	899	1933
1020	582	771	489	893	2084	653	1916	1846	1458
714	1006	1430	589	1322	2096	1826	311	2252	2907
819	889	1212	776	494	1001	1900	905	1210	1460
734	1459	4164	1044	3044	2182	465	958	3394	1732
