1 NN	2 NN	3 NN	4 NN	5 NN	6 NN	7 NN	8 NN	9 NN	10 NN
251	455	652	770	433	462	487	414	224	1091
247	176	425	285	513	216	373	592	445	202
161	264	186	324	574	202	260	300	416	658
202	251	249	416	264	277	616	429	286	563
222	202	384	281	319	626	384	659	445	373
250	508	397	429	416	216	599	723	497	261
180	325	182	180	354	762	380	203	396	626
264	405	186	181	281	393	200	362	338	445
200	295	373	202	201	282	436	439	284	300
298	177	380	263	429	521	298	555	427	298
194	496	479	338	563	286	338	459	300	433
282	280	216	255	151	273	211	152	450	177
177	159	252	264	227	499	444	202	337	362
283	217	380	264	518	216	161	480	380	541
217	199	215	181	174	151	916	321	407	235
165	155	370	416	392	463	430	718	543	542
178	213	289	180	174	490	362	217	445	273
150	194	242	282	405	502	221	373	1204	405
214	158	252	165	171	480	328	407	492	403
251	452	488	163	261	373	403	475	194	508
210	190	217	338	338	512	680	607	480	418
246	161	676	216	236	789	216	300	530	744
275	468	473	709	465	480	661	370	615	160
264	180	202	494	415	445	161	466	718	696
150	207	210	362	380	346	445	405	264	587
151	492	261	150	273	285	247	224	480	373
207	208	169	467	520	261	785	431	255	367
164	362	253	161	160	464	722	216	203	338
177	217	289	345	197	400	532	448	261	589
216	264	454	217	293	672	387	416	444	384
292	264	373	436	275	301	325	414	344	161
193	356	462	228	177	160	268	175	431	515
166	179	462	370	250	276	384	370	436	282
252	293	160	177	215	482	454	151	418	351
180	285	273	332	417	514	263	380	427	199
248	202	430	181	216	742	555	272	732	266
282	180	273	441	370	239	224	264	474	794
189	174	414	222	499	319	438	557	222	450
152	214	445	433	281	199	276	743	619	179
207	508	202	216	680	252	632	354	261	492
264	436	496	443	481	494	222	156	282	777
261	178	236	186	393	508	202	417	324	566
190	407	199	177	285	228	293	492	179	560
225	368	309	190	373	194	235	637	607	219
202	190	480	445	182	509	683	174	242	542
156	202	228	153	217	268	241	872	480	723
174	262	160	338	173	743	661	449	433	274
268	254	546	228	298	179	588	663	575	606
199	164	373	543	281	256	276	517	623	428
219	546	431	241	370	595	680	297	632	698
232	186	216	521	484	396	520	349	445	194
157	178	217	636	239	200	496	416	202	286
181	338	475	178	273	544	338	484	182	530
150	252	163	264	168	256	254	217	266	878
