1 NN	2 NN	3 NN	4 NN	5 NN	6 NN	7 NN	8 NN	9 NN	10 NN
0	14	16	287	0	141	0	36	13	50
2	0	196	4	81	6	0	18	0	0
66	1	0	23	0	29	0	16	127	49
0	2	3	6	12	0	244	8	70	0
0	225	232	3	0	0	0	69	0	6
1	0	4	0	34	222	310	38	16	0
2	5	155	9	8	15	294	73	73	20
7	0	95	1	39	0	20	28	3	20
8	0	0	7	6	0	17	0	148	4
0	5	15	292	0	3	0	0	0	13
1	16	0	0	0	0	95	3	5	73
2	0	613	88	28	5	0	37	0	3
0	0	0	0	114	56	21	16	48	3
412	4	22	6	6	82	37	46	0	181
2	4	266	123	3	78	36	209	35	5
2	121	139	0	41	2	11	45	55	19
3	2	0	16	0	156	13	239	552	11
1	2	102	91	0	25	31	0	150	225
0	2	96	0	2	164	187	0	60	0
2	0	0	0	5	7	259	57	144	9
0	14	10	8	58	0	19	4	0	19
2	0	0	126	127	102	234	1067	26	0
4	0	3	0	0	17	6	0	626	71
0	3	35	39	127	28	3	0	6	38
54	1	16	37	16	9	1908	27	6	0
0	0	108	2	82	0	4	54	87	281
0	0	5	9	191	0	75	0	10	34
7	5	5	4	80	540	0	425	10	265
4	0	0	4	24	47	11	27	0	32
7	5	0	2	468	0	382	22	0	33
2	4	195	0	57	4	161	9	1180	0
9	0	0	11	0	0	39	0	382	13
856	0	240	0	42	14	18	66	113	0
118	6	59	2	231	16	0	87	0	0
29	4	70	33	15	73	26	220	22	37
3	8	6	13	81	7	0	8	18	86
0	0	4	28	15	128	320	0	74	12
2	0	0	7	316	27	16	91	14	188
267	6	4	177	384	16	16	67	2688	24
0	3	45	3	8	1094	36	0	69	11
351	0	6	33	0	70	805	450	195	137
0	6	22	6	4	0	739	1092	0	30
6	2	271	8	0	0	25	0	0	20
1	0	6	8	73	0	28	303	903	0
1	276	6	0	6	28	0	0	324	26
1	78	14	0	8	288	152	0	237	21
5	0	0	6	0	3	16	169	37	13
2	0	7	5	124	17	58	21	697	0
282	0	96	10	21	7	93	44	0	77
0	2	58	4	52	0	41	239	476	26
0	116	5	470	0	863	3	11	188	19
110	0	0	1	0	0	0	18	21	0
1	2	5	225	35	8	9	0	21	278
138	0	14	10	8	20	103	0	36	0
1	1	7	0	8	9	10	6	134	82
0	9	0	11	11	9	608	261	73	11
45	69	103	5	12	0	528	0	349	98
37	4	63	7	0	17	0	21	4	168
0	0	3	41	14	14	41	35	947	303
148	1	0	4	127	386	48	41	7	310
2	1	0	0	9	144	5	22	78	0
2	3	13	3	10	0	15	11	0	246
0	0	0	80	11	113	278	0	19	24
3	61	3	16	0	25	8	3	738	0
2	0	0	2	0	5	9	44	294	163
0	6	0	38	13	812	0	16	43	61
0	0	0	4	0	212	0	35	114	17
