0.1 percent	0.2 percent	0.3 percent	0.4 percent	0.5 percent	0.6 percent	0.7 percent	0.8 percent	0.9 percent	1 percent
1123	2809	1456	1050	6759	6158	9544	4982	10053	4746
1689	1378	4221	2606	3556	9347	5944	6746	5802	12795
640	3677	2066	2641	4544	13509	5841	9072	8749	4799
883	3082	2020	2457	4314	4872	6994	7770	8300	4305
1536	2725	2467	3930	5250	2544	2612	8729	2957	8323
845	879	3337	3440	3207	6359	2895	7489	7250	8533
1203	1911	2591	632	3384	5174	4879	8554	5578	11182
1430	1892	3267	2528	9672	3765	2706	13006	3377	9257
1440	3325	170	3996	2986	7290	5475	21444	6386	7423
2195	1828	791	2939	5475	5184	2221	6529	6470	4935
1147	638	2723	3306	4624	4322	3314	5168	8871	8344
506	2108	2680	2391	6579	2940	8079	6364	2689	5924
1619	1986	3473	2042	3428	5513	2485	3690	7286	9573
618	756	2851	3571	11138	4473	6122	5148	9557	6718
1174	739	2809	5713	2394	6133	6408	11420	8708	8954
291	2268	1120	5755	2216	1638	6090	5254	5084	6861
1683	982	1118	3375	4859	19690	5204	9952	5657	6397
1478	2299	2548	1108	4123	3105	5565	7216	8890	11090
1088	3719	3394	5766	6065	5463	5504	3071	12426	9654
3458	1039	2927	3697	4490	2353	3456	7922	7000	2710
792	3039	2347	6794	4182	3789	5885	3276	7852	8979
3184	3116	4415	14435	1704	4061	2353	4987	5721	17483
604	1957	2123	3425	4818	6380	7501	5233	5861	7658
1389	1138	8745	4081	2981	4153	8866	3493	14071	10513
2091	1654	4824	1484	4241	8261	4135	10925	28345	10797
1584	4453	2205	2804	5120	1907	5199	3826	10270	10199
1125	3284	4321	3093	5869	3459	6574	3307	9045	14484
611	882	2745	5877	3098	5915	4545	5191	11988	8977
1304	1578	1875	1607	3924	5239	5051	8615	3835	8079
844	662	1794	4324	2529	2632	4671	8700	7974	5802
1370	2194	2704	1481	2797	2186	6564	5943	4924	6559
1887	2619	1512	2897	6203	5738	4017	5199	5434	8412
1373	5550	4619	3384	555	8486	7742	4925	6793	6266
805	2883	1367	1759	6693	5886	3770	1703	4004	6107
475	2391	3307	5052	6624	4066	6052	9105	11577	8859
1157	1181	1790	3403	6521	3851	4835	6988	15353	8418
893	3214	1537	3293	4595	5010	10260	6550	7343	6810
1249	1601	8311	3989	2555	7467	5516	2869	5503	8245
2459	2252	4215	4533	4965	4518	15662	2040	5424	6331
