0.01 percent	0.02 percent	0.03 percent	0.04 percent	0.05 percent	0.06 percent	0.07 percent	0.08 percent	0.09 percent	0.1 percent
210	335	234	414	3013	509	1455	1606	998	1751
217	564	589	1312	651	2075	1269	1251	1142	694
209	721	525	1238	1666	1426	1012	1271	1463	1266
457	961	0	640	1451	608	1300	1117	1255	1253
233	508	350	215	233	1002	3560	2389	678	837
220	668	248	541	1870	571	2029	1406	1986	5838
676	711	478	787	798	1285	1550	3036	1995	1008
968	353	890	443	1192	753	318	552	655	2286
365	905	860	389	965	4678	1162	783	1229	825
216	825	713	665	568	719	1307	3015	836	1514
1210	205	887	741	653	2406	1796	1182	1360	2433
976	576	1017	302	907	1428	2870	921	5377	2017
263	835	302	952	1028	549	2098	2056	1254	2572
324	628	1184	712	110	1405	552	1005	4560	1053
569	445	697	101	1206	1274	1244	1419	1006	2376
289	325	483	112	795	1129	1137	1464	1555	1436
413	0	429	587	617	1780	2317	1165	1938	2908
216	767	576	469	1490	921	793	1866	2265	1314
371	714	302	1462	1062	1124	527	1359	1066	2493
235	1018	352	1137	444	1963	1462	984	3262	1362
272	573	1392	1057	503	341	1213	1482	1356	1009
241	469	116	2111	427	1096	846	2098	421	1503
341	496	521	432	950	1809	1535	1271	1511	1612
0	717	317	939	1540	1230	1200	1156	539	1101
423	213	455	823	302	797	1867	1611	1567	693
196	131	535	1330	635	754	988	991	1169	1903
108	352	534	952	838	901	761	745	1170	2541
623	669	452	521	422	1699	1412	1308	3056	2334
1150	912	1313	1513	1522	1118	695	1343	2121	2066
339	1660	322	1025	711	799	945	1038	1155	415
778	322	1173	1237	289	1904	574	1144	2535	3069
634	690	313	472	1653	1109	1501	1001	1453	2636
418	0	1246	1346	913	663	1562	1598	2214	1442
111	639	659	1411	1592	618	1180	686	445	1165
0	575	814	687	622	1029	1685	3030	637	929
362	325	525	1306	4341	1110	1416	372	2618	2198
255	1214	560	308	1098	887	690	2618	216	2034
342	557	1563	792	2129	1824	579	744	1256	1538
309	1344	1039	889	1113	1596	1026	1930	1173	2087
105	450	2394	468	1602	1042	1228	2183	1147	1179
572	218	1618	2155	1846	1882	1846	800	1140	1212
595	541	759	560	1113	1009	1139	770	828	1630
337	415	1152	872	737	1187	1346	2420	2202	419
109	808	1853	873	2288	1640	1152	961	5184	942
737	467	583	440	1432	1782	604	1022	1224	3778
805	917	2003	787	1008	357	1505	1443	1117	1563
511	885	893	882	1191	935	968	1227	998	864
500	1167	537	747	648	879	1848	770	760	1234
869	104	321	488	2793	1247	1833	1449	1596	1377
104	537	1533	1386	943	1106	574	2774	806	104
107	869	1013	1994	1260	1644	340	2024	2024	706
999	216	1269	653	1078	788	513	1252	2074	2439
731	774	622	1091	1459	208	2009	2165	1582	5656
114	828	248	500	2796	1491	1419	2587	355	1133
103	590	330	1344	933	862	528	1428	737	1011
608	1390	1316	488	1373	797	1212	1629	1249	2460
863	1459	660	668	593	1463	619	4834	806	1598
130	673	711	1833	1675	1535	1531	1628	1296	2909
501	531	1202	1299	1330	4672	2510	2715	1532	1440
713	1549	967	712	415	1266	2193	1082	2725	438
0	1825	681	538	825	962	1182	1397	2418	1365
1166	109	416	1248	316	1074	698	3326	1110	1271
219	873	232	1423	1283	964	423	1070	2624	1678
599	975	567	698	1059	1001	1940	2055	112	6245
417	1147	2479	1306	187	1419	778	1082	1264	2443
0	778	445	1623	1285	1804	781	1132	1713	3034
841	477	1001	413	1432	422	596	764	732	1081
585	621	1280	413	964	562	907	1719	1300	539
480	425	748	1016	1002	783	249	4357	1007	498
223	472	1092	894	1668	1240	1121	991	1211	3053
199	382	112	906	586	1100	1196	1777	765	1264
203	443	953	869	744	1409	837	925	982	663
127	564	1108	678	2310	2309	1396	1411	927	219
220	233	770	1225	109	1467	895	1283	842	2166
1019	955	553	461	960	993	565	3925	2047	934
894	749	756	1085	424	105	1980	712	981	6043
535	1288	476	774	4024	1655	1151	1815	419	835
103	338	879	513	1799	1390	1979	3080	1749	1566
535	1415	1054	1674	439	1769	1316	819	1840	1838
321	473	1054	411	748	4078	335	121	1619	2314
346	732	638	628	1094	1354	1698	1809	633	1035
1228	561	642	1291	882	626	1486	961	1628	867
946	1177	449	219	1062	931	605	1838	1432	4676
1012	901	683	755	1539	1367	2705	1505	1813	731
640	1063	1822	1509	919	586	1486	2735	888	1612
1094	0	828	1215	1382	821	1747	3311	2919	1376
394	428	1000	649	1786	1316	1384	768	7100	1703
335	211	1213	714	2700	1294	1535	1613	2834	5500
954	685	353	1473	1640	1038	1783	1907	1291	1451
616	333	1183	1158	2210	1269	729	1332	1092	2679
207	626	665	657	767	1510	818	1707	1336	1693
646	119	243	785	981	1456	1772	1006	1753	1379
103	416	528	1203	622	4795	754	991	2148	1327
222	241	1626	432	782	1007	1759	1282	1284	3008
342	545	975	885	658	744	1308	1228	1760	840
586	343	1178	1394	677	949	2180	434	1409	1448
328	618	911	592	669	432	2928	2212	410	4146
323	1432	763	813	955	1690	1384	1238	2934	1179
899	610	1059	126	1982	1128	2005	1299	837	670
348	214	460	590	1989	631	849	892	1357	707
390	328	0	795	653	1570	903	1757	1224	2073
1192	116	561	744	1877	2197	1123	3048	1795	1076
