0.1 percent	0.2 percent	0.3 percent	0.4 percent	0.5 percent	0.6 percent	0.7 percent	0.8 percent	0.9 percent	1 percent
29	830	1867	1698	9689	3058	4346	6329	2905	5056
376	2600	5461	1345	1792	2670	5677	2286	2887	6737
688	612	1412	4058	2253	5039	3301	9087	4487	2610
233	770	1522	1495	1163	9349	4609	7560	7786	4876
49	1019	781	2455	3975	1650	5167	3472	14276	12005
313	1302	1722	3550	2898	1840	1592	6244	11463	3600
790	2233	1354	964	3844	4205	5136	2571	5431	6139
1041	1429	5206	2071	5349	97	3698	2756	5084	7889
419	106	3422	574	3859	2822	1813	5775	7203	10274
332	158	2885	1753	5299	6273	4329	1498	6657	4639
196	746	225	2898	1179	5469	7096	8247	6111	24098
82	896	777	2953	21248	1300	4046	4461	4045	8743
7	959	2828	4010	1840	3442	1198	1266	8381	2691
589	2972	3758	1500	4830	4576	1898	3458	4990	1817
694	2261	178	2008	719	4796	2921	5775	6328	1424
1186	1248	1954	3828	3661	13980	5233	3829	4361	1691
585	2688	2632	1947	2834	4242	9131	4002	10857	3798
2587	773	1254	3412	2734	1538	4515	406	2215	8590
851	2496	2121	1379	8177	23662	3645	3112	11037	3439
3393	1143	302	4567	1838	5093	2539	3069	2681	6341
223	385	2238	1254	4305	1321	4814	3298	1540	2946
1562	807	3780	546	1602	511	3580	3396	3521	17325
872	2358	494	1876	2215	3532	958	4087	4950	3072
529	346	2944	2211	1357	1869	4233	9722	7014	8879
352	604	896	5254	2782	2485	3350	2021	5106	3149
305	630	114	1445	2343	1715	2721	4867	9666	6211
1760	154	1068	2019	2770	2118	7690	6930	9601	8306
6	1070	4320	3358	3741	3194	4599	4547	4177	3256
319	890	6660	2089	2902	2961	3109	8085	3864	2623
828	1249	1276	1549	3910	4820	9509	3355	4052	4122
864	1318	2481	3142	5899	1968	7911	1439	19214	5128
1238	1023	2452	1668	3225	1540	2008	2945	2127	6644
563	1551	1967	1928	4893	2155	3628	12060	3728	4663
911	2030	3877	3234	1887	2003	1103	1370	4713	4684
804	1318	4763	3810	2820	6175	5239	1819	1706	5330
1195	2063	723	3909	3499	3789	1538	11392	7643	9802
972	1080	3185	2152	2529	3340	1641	6012	5275	8828
344	1527	792	1367	3589	6211	9567	7822	5468	3973
192	1844	21	1125	6243	2803	1879	4856	4244	8495
62	1423	808	982	1773	5492	5707	5817	7267	13571
1281	392	1882	8499	782	1420	4732	3687	4202	9387
729	1237	2876	2435	6138	4634	5643	1841	4556	4536
559	191	2648	4047	700	1909	3548	3084	14940	12202
646	1523	1584	1048	3173	7026	3185	3427	5657	4613
1310	2157	3	3724	4090	2789	2599	3462	16828	5301
201	1544	1496	1617	5586	1515	2203	2807	2910	4477
685	2233	2631	2422	1708	2706	6334	9248	4182	5608
464	1975	2760	1774	1847	2596	1809	3532	8552	11431
670	40	1974	1732	3473	913	5102	2752	6616	3598
1565	680	4121	2973	2158	2025	7137	4938	7381	6847
736	1078	1516	4608	3051	3030	6228	7135	2927	5600
379	1742	2475	2024	3110	14851	4337	3576	3811	4083
709	1694	565	1182	1486	4869	5463	4584	5975	6050
629	799	1416	1015	5019	2326	5331	3966	6112	11472
1326	3550	1991	2131	1282	4272	5041	7874	4811	7192
469	530	3177	4327	2419	3046	1997	8688	2811	4538
1122	811	1335	1960	3290	2596	2810	6769	4722	6687
2019	89	1054	3532	1050	2384	5525	4579	3684	2994
